theta_new(rad)	theta(rad)	delta3pSmoothed_Cf	delta3pSmoothed_Cf_smooth	delta2p_Cf	delta2p_Cf_smooth	delta3p_Cf	delta3p_Cf_smooth	delta4p_Cf	delta4p_Cf_smooth
1.05137265359	2.09022	0.167373	0.577860101076	-1.33991	0.579001542864	3.93322	0.57806190074	-27.5366	0.587608301506
1.06388265359	2.07771	1.04312	0.574046527005	3.61705	0.575490153312	-3.12128	0.574254637303	25.2947	0.583676007719
1.07640265359	2.06519	0.0864741	0.569992858925	-2.89413	0.571678936973	4.30711	0.570186928524	-20.0853	0.579426034502
1.08892265359	2.05267	1.00481	0.565703818098	3.83349	0.56756986835	-2.66669	0.565864366034	16.854	0.574866315551
1.10143265359	2.04016	0.232946	0.56118431679	-1.36459	0.563166042882	2.7041	0.561293012892	-10.1733	0.570006062904
1.11395265359	2.02764	0.733232	0.556439453897	1.17907	0.558471696239	-0.348196	0.556479372061	3.90129	0.564855670116
1.12646265359	2.01513	0.541217	0.551474510305	0.676843	0.553492208248	0.239137	0.551430351054	5.8527	0.559426599917
1.13898265359	2.00261	0.399658	0.546294943974	-0.344328	0.548234091374	1.89341	0.546153223414	-13.1362	0.553731258598
1.15150265359	1.99009	0.793503	0.540906384768	1.82039	0.54270496389	-1.47302	0.540655587737	18.9855	0.547782859539
1.16401265359	1.97758	0.262299	0.535314629031	-0.919881	0.536913508169	2.59795	0.534945324956	-17.0466	0.541595278432
1.17653265359	1.96506	0.709685	0.529525633918	1.41541	0.53086941474	-0.694126	0.529030554627	13.1817	0.535182902873
1.18905265359	1.95254	0.517864	0.523545511483	1.14948	0.524583312989	0.360832	0.522919590921	-5.56032	0.528560478997
1.20156265359	1.94003	0.362373	0.517380522537	-1.68022	0.518066689634	1.88145	0.516620899049	1.12452	0.521742957871
1.21408265359	1.92751	0.719716	0.511037070264	3.10088	0.511331796239	-1.14659	0.51014305276	2.42047	0.514745344254
1.22660265359	1.91499	0.370085	0.504521693616	-0.565169	0.504391547278	1.32165	0.503494693544	-1.1995	0.50758255026
1.23911265359	1.90248	0.51664	0.497841060479	-0.339701	0.497259410349	0.889794	0.4966844921	1.10714	0.500269256299
1.25163265359	1.88996	0.51274	0.491001960604	1.72902	0.489949290308	-0.508159	0.489721112555	-0.156851	0.492819781477
1.26414265359	1.87745	0.526564	0.484011298321	0.490104	0.48247540914	1.13803	0.482613179861	2.68597	0.485247965405
1.27666265359	1.86493	0.360126	0.476876085018	-0.709215	0.474852183473	0.406075	0.475369250708	-3.63291	0.477567063126
1.28918265359	1.85241	0.5707	0.469603431399	1.37018	0.46709410167	0.483425	0.467997788198	5.63955	0.469789654559
1.30169265359	1.8399	0.435833	0.462200539508	0.627962	0.459215602379	0.108295	0.460507140465	-5.1123	0.461927569573
1.31421265359	1.82738	0.456958	0.454674694528	0.0859747	0.451230956454	0.824061	0.452905523305	7.11624	0.453991829477
1.32673265359	1.81486	0.404598	0.447033256353	0.120147	0.443154154009	0.391705	0.44520100682	-8.74524	0.445992605392
1.33924265359	1.80235	0.501032	0.439283650923	0.83131	0.434998798331	0.481772	0.437401505992	12.8714	0.437939193638
1.35176265359	1.78983	0.381773	0.431433361346	0.439112	0.426778008186	0.103784	0.429514775016	-15.109	0.429840007951
1.36427265359	1.77732	0.491062	0.423489918786	0.618695	0.418504329928	0.745834	0.421548405161	18.8369	0.421702588047
1.37679265359	1.7648	0.325126	0.415460893137	-0.156356	0.41018966064	0.296838	0.413509825864	-20.5494	0.41353362373
1.38931265359	1.75228	0.471032	0.407353883482	0.611027	0.401845183288	0.464333	0.405406308697	23.4248	0.405338993506
1.40182265359	1.73977	0.365695	0.399176508346	0.393778	0.393481314712	0.491692	0.397244973812	-24.0596	0.39712381639
1.41434265359	1.72725	0.416983	0.390936395759	0.53399	0.38510766699	0.082126	0.389032798438	25.5091	0.388892515407
1.42686265359	1.71473	0.370581	0.382641173125	0.398124	0.376733022504	0.614782	0.380776626961	-24.4963	0.380648891089
1.43937265359	1.70222	0.384532	0.374298456935	0.38804	0.368365322781	0.263323	0.372483182124	24.3543	0.372396203146
1.45189265359	1.6897	0.355336	0.365915842321	0.243459	0.360011670931	0.442239	0.364159076877	-22.3136	0.364137258381
1.46441265359	1.67718	0.352136	0.357500892481	0.218241	0.351678347291	0.340208	0.355810826401	21.6057	0.355874502841
1.47692265359	1.66467	0.354564	0.349061127992	0.371281	0.343370837627	0.367489	0.347444859875	-19.637	0.347610116219
1.48944265359	1.65215	0.337086	0.340604016048	0.339252	0.33509387305	0.336811	0.339067531557	19.1141	0.339346106468
1.50195265359	1.63964	0.335754	0.332136959625	0.359856	0.326851480602	0.331545	0.330685130791	-17.1708	0.331084402729
1.51447265359	1.62712	0.32301	0.323667286634	0.340868	0.318647043289	0.316865	0.322303890611	16.4838	0.322826944679
1.52699265359	1.6146	0.316568	0.315202239069	0.331034	0.310483368196	0.307893	0.31392999465	-14.3971	0.31457576661
1.53950265359	1.60209	0.30678	0.306748962196	0.316746	0.302362761181	0.298719	0.305569582099	13.4894	0.306333074637
1.55202265359	1.58957	0.298714	0.298314493815	0.305516	0.294287106569	0.292028	0.297228750567	-11.2731	0.298101315667
1.56454265359	1.57705	0.289974	0.289905753631	0.295043	0.286257950191	0.286545	0.288913556688	10.196	0.289883236927
1.57705265359	1.56454	0.281577	0.281529532777	0.286846	0.27827658407	0.279058	0.280630014446	-7.92046	0.281681935092
1.58957265359	1.55202	0.273354	0.273192483518	0.280689	0.270344131097	0.269381	0.272384091195	6.75793	0.273500894283
1.60208265359	1.53951	0.264723	0.264901109186	0.275382	0.262461628012	0.260319	0.264181701453	-4.5072	0.265344012429
1.61460265359	1.52699	0.257326	0.256661754383	0.272291	0.25463010512	0.252506	0.256028698557	3.34333	0.257215615763
1.62712265359	1.51447	0.24764	0.248480595483	0.265819	0.246850661235	0.244973	0.247930864371	-1.19157	0.249120461446
1.63963265359	1.50196	0.242623	0.240363631479	0.264275	0.239124532462	0.240591	0.239893897231	0.0882025	0.241063728528
1.65215265359	1.48944	0.229604	0.232316675221	0.232948	0.231453153596	0.231904	0.231923398387	1.91981	0.233050997734
1.66467265359	1.47692	0.229087	0.224345345056	0.231773	0.223838211049	0.235454	0.224024857211	-2.94284	0.225088220714
1.67718265359	1.46441	0.212134	0.216455056938	0.102366	0.21628168642	0.210434	0.216203635481	4.81037	0.217181679629
1.68970265359	1.45189	0.203493	0.208651017009	0.11424	0.208785890025	0.247107	0.208464951057	-5.75574	0.209337938083
1.70221265359	1.43938	0.206512	0.200938214708	0.208169	0.201353483886	0.14485	0.200813861276	7.35741	0.201563784581
1.71473265359	1.42686	0.187296	0.193321416421	0.221128	0.193987493938	0.303827	0.193255246388	-7.90847	0.193866169791
1.72725265359	1.41434	0.197921	0.185805159696	0.299745	0.186691311378	0.0339692	0.185793793377	8.90784	0.186252138973
1.73976265359	1.40183	0.163455	0.178393748065	0.207668	0.179468683344	0.248593	0.178433980441	-8.75959	0.178728761027
1.75228265359	1.38931	0.202738	0.171091246463	0.242061	0.172323693286	0.174733	0.171180062455	8.93581	0.171303055594
1.76480265359	1.37679	0.115466	0.163901477295	-0.146566	0.165260731612	0.128467	0.164036057653	-8.09814	0.163981919684
1.77731265359	1.36428	0.192386	0.156828017133	0.228277	0.158284457376	0.266108	0.157005735765	7.63149	0.156772055255
1.78983265359	1.35176	0.124864	0.149874194074	0.224153	0.151399751916	0.0264349	0.150092607812	-6.30832	0.149679899113
1.80235265359	1.33924	0.179565	0.143043085763	0.339269	0.144611665551	0.187528	0.143299917705	5.41035	0.142711556429
1.81486265359	1.32673	0.107494	0.136337518077	-0.0439762	0.137925358509	0.106644	0.136630635766	-3.87173	0.135872739049
1.82738265359	1.31421	0.129761	0.129760064485	-0.0628295	0.1313460374	0.230203	0.130087454241	3.11377	0.129168709668
1.83989265359	1.3017	0.118232	0.123313046068	0.279108	0.124878888609	0.0174798	0.123672784839	-2.29414	0.12260423278
1.85241265359	1.28918	0.164113	0.116998532207	0.437614	0.118529010009	0.153731	0.117388758279	2.20769	0.116183533166
1.86493265359	1.27666	0.0504752	0.110818341931	-0.343186	0.112301342445	0.0740559	0.111237225798	-1.55677	0.109910262524
1.87744265359	1.26415	0.1211	0.104774045902	0.110829	0.106200602379	0.246734	0.105219762532	1.16654	0.103787474655
1.88996265359	1.25163	0.129861	0.0988669690529	0.563884	0.100231217097	-0.112034	0.0993376726475	-0.411871	0.0978176094659
1.90248265359	1.23911	0.0735057	0.093098193835	-0.249861	0.0943972637554	0.213023	0.0935919960659	0.397639	0.0920024858518
1.91499265359	1.2266	0.0430381	0.087468564084	-0.144684	0.0887024134957	0.172248	0.087983516623	-0.374104	0.0863433033684
1.92751265359	1.21408	0.181364	0.0819786894759	0.745855	0.0831498817125	-0.140205	0.0825127714512	0.665636	0.080840652432
1.94002265359	1.20157	-0.0179031	0.0766289505574	-0.482376	0.077742385428	0.277613	0.0771800613899	-0.192907	0.0754945326346
1.95254265359	1.18905	0.102318	0.0714195043341	0.227835	0.0724821085744	0.0171417	0.0719854622038	-0.517061	0.0703043786202
1.96506265359	1.17653	0.115881	0.0663502903927	0.275762	0.0673706758145	-0.0412172	0.0669288363936	1.77231	0.0652690928465
1.97757265359	1.16402	-0.0420574	0.0614210375395	-0.288139	0.062409135349	0.270138	0.0620098453866	-2.60171	0.0603870844455
1.99009265359	1.1515	0.169184	0.0566312709298	0.371795	0.0575979509765	-0.16567	0.0572279619003	3.10778	0.0556563133146
2.00261265359	1.13898	-0.0325291	0.0519803196683	-0.116351	0.0529370034808	0.215471	0.0525824822908	-2.55022	0.0510743384941
2.01512265359	1.12647	0.0883596	0.0474673248542	0.0598376	0.0484256012324	-0.021389	0.04807253871	1.67631	0.0466383698479
2.02764265359	1.11395	0.0496261	0.0430912480489	0.168364	0.044062499709	0.0106163	0.0436971109222	-0.541262	0.0423453220334
2.04016265359	1.10143	-0.00911674	0.0388508801393	-0.229168	0.0398459294649	0.158144	0.0394550376514	-0.24034	0.0381918697426
2.05267265359	1.08892	0.110707	0.0347448505714	0.383973	0.0357736319175	-0.151715	0.0353450273593	0.883505	0.0341745032147
2.06519265359	1.0764	-0.0592713	0.0307716369289	-0.303799	0.0318429021718	0.259348	0.0313656683831	-1.20141	0.0302895830491
2.07770265359	1.06389	0.116312	0.0269295748262	0.319354	0.0280506379745	-0.179952	0.0275154383874	1.51792	0.0265333934071
2.09022265359	1.05137	-0.0583676	0.0232168680906	-0.205206	0.0243933937823	0.193024	0.0237927131181	-1.62645	0.0229021927528
2.10274265359	1.03885	0.0894388	0.0196315992016	0.205194	0.0208674388424	-0.11841	0.0201957744686	1.68306	0.0193922613708
2.11525265359	1.02634	-0.0374332	0.0161717399579	-0.124308	0.0174688181204	0.126989	0.0167228178995	-1.42856	0.0159999449904
2.12777265359	1.01382	0.0536713	0.01283516234	0.15573	0.0141934148761	-0.0874858	0.013371959272	1.09722	0.0127216939517
2.14029265359	1.0013	-0.0179106	0.00961964953454	-0.108646	0.0110370136742	0.0876718	0.010141241178	-0.698077	0.00955409745937
2.15280465359	0.988788	0.0179678	0.00652290708601	0.0667663	0.0079953626311	-0.0249762	0.00702863886734	0.394415	0.00649391258756
2.16532065359	0.976272	0.00206363	0.00354257414007	-0.0325328	0.0050642337384	0.0136945	0.00403206588153	-0.14699	0.00353808781449
2.17783665359	0.963756	-0.00690608	0.000676234739621	-0.0094257	0.00223948016329	0.0123504	0.00114937951729	-0.0389142	0.00068378098664
2.19035365359	0.951239	0.0145787	-0.00207857086487	0.0566822	-0.000482910488032	-0.0421016	-0.00162161375803	0.158132	-0.0020716282756
2.20286965359	0.938723	-0.0193484	-0.00472433493227	-0.0517262	-0.00310676785567	0.0270803	-0.00428315281422	-0.178287	-0.00473053160796
2.21538565359	0.926207	-3.48233e-05	-0.00726357101738	0.0121292	-0.00563569625085	-0.0215595	-0.00683751617094	0.107671	-0.00729509014281
2.22790265359	0.91369	-0.0133506	-0.00969880287125	-0.0276309	-0.00807303847541	0.0137412	-0.00928701600603	-0.0765904	-0.00976723764149
2.24041865359	0.901174	-0.0157477	-0.0120325535009	-0.0124549	-0.0104218465447	-0.0198363	-0.0116339917637	-0.000506949	-0.0121486881169
2.25293465359	0.888658	-0.00133665	-0.0142673344351	0.0279696	-0.0126848596674	-0.0412686	-0.0138808032835	0.0174074	-0.0144409474731
2.26545165359	0.876141	-0.026409	-0.0164056352442	-0.0399043	-0.0148644896768	0.000470704	-0.016029823392	-0.0489533	-0.016645328632
2.27796765359	0.863625	-0.0194605	-0.0184499133623	-0.0406841	-0.0169628139459	0.00467209	-0.0180834299199	0.0141553	-0.0187629695704
2.29048365359	0.851109	-0.0160541	-0.0204025842622	-0.0094689	-0.0189815756615	-0.0416167	-0.0200439971348	-0.11389	-0.0207948536624
2.30300065359	0.838592	-0.0223583	-0.0222660120306	-0.00716618	-0.0209221911785	-0.018906	-0.0219138866022	0.112488	-0.022741831704
2.31551665359	0.826076	-0.0267389	-0.024042500396	0.0157269	-0.0227857640313	-0.0430706	-0.023695437516	-0.106499	-0.0246046449955
2.32803265359	0.81356	-0.0219426	-0.0257342842553	-0.105352	-0.0245731050469	0.0130052	-0.0253909565652	-0.0381008	-0.0263839488669
2.34054865359	0.801044	-0.0332961	-0.0273435217492	-0.0079644	-0.0262847578877	-0.0293705	-0.0270027074271	0.0152244	-0.0280803360557
2.35306565359	0.788527	-0.0231545	-0.0288722869325	0.0520687	-0.027921029248	-0.0863396	-0.0285329000027	-0.0538297	-0.0296943593815
2.36558165359	0.776011	-0.0312529	-0.0303225630849	-0.129703	-0.0294820228495	0.0339826	-0.0299836795294	0.0200388	-0.0312265532063
2.37809765359	0.763495	-0.0354207	-0.031696236704	-0.0189474	-0.030967676317	-0.0434655	-0.0313571157243	-0.174644	-0.0326774532266
2.39061465359	0.750978	-0.0287445	-0.0329950922217	0.0319354	-0.0323777999764	-0.0623416	-0.0326551921264	0.147747	-0.0340476142007
2.40313065359	0.738462	-0.03593	-0.0342208074799	-0.0702081	-0.0337121165989	-0.0165635	-0.033879795817	-0.115833	-0.035337625288
2.41564665359	0.725946	-0.0383238	-0.0353749499996	-0.08229	-0.0349703011188	-0.00604534	-0.0350327077019	-0.128392	-0.0365481227462
2.42816365359	0.713429	-0.0279418	-0.0364589740711	0.0512423	-0.0361520193785	-0.0987332	-0.0361155935436	0.151856	-0.0376797998055
2.44067965359	0.700913	-0.0450604	-0.0374742186908	-0.0851786	-0.0372569650015	0.0104118	-0.0371299959273	-0.14886	-0.0387334136199
2.45319565359	0.688397	-0.0418508	-0.0384219063633	-0.0714603	-0.0382848935592	-0.0189736	-0.0380773273372	-0.133761	-0.0397097892645
2.46571265359	0.67588	-0.0264196	-0.0393031427826	0.0869503	-0.0392356532841	-0.127469	-0.0389588645085	0.242304	-0.0406098208239
2.47822865359	0.663364	-0.0498175	-0.0401189174014	-0.182824	-0.0401092116781	0.0642741	-0.0397757442049	-0.372209	-0.0414344696841
2.49074465359	0.650848	-0.0403925	-0.0408701048898	0.0309934	-0.0409056774831	-0.0991092	-0.0405289605493	0.161515	-0.0421847602039
2.50326065359	0.638332	-0.0338335	-0.0415574674805	-0.022357	-0.0416253175997	-0.0541712	-0.0412193640137	0.0517239	-0.0428617729992
2.51577765359	0.625815	-0.0611988	-0.042181658189	-0.135388	-0.042268568675	0.0495969	-0.0418476621478	-0.525445	-0.0434666361236
2.52829365359	0.613299	-0.0122765	-0.0427432248924	0.130901	-0.0428360432164	-0.198965	-0.0424144220961	0.80156	-0.0440005144694
2.54080965359	0.600783	-0.0772823	-0.0432426152449	-0.237128	-0.0433285302233	0.13363	-0.0429200749222	-1.19404	-0.0444645977489
2.55332665359	0.588266	-0.00940209	-0.0436801823968	0.0953469	-0.0437469904683	-0.206532	-0.043364921729	1.31572	-0.044860087437
2.56584265359	0.57575	-0.0784235	-0.0440561914852	-0.156542	-0.0440925466875	0.0996143	-0.0437491415291	-1.40265	-0.0451881830739
2.57835865359	0.563234	-0.013525	-0.0443708268501	0.080986	-0.0443664690642	-0.169464	-0.0440728007905	1.12053	-0.0454500683304
2.59087565359	0.550717	-0.0726201	-0.0446241999298	-0.188492	-0.0445701565038	0.0702357	-0.0443358645491	-1.01311	-0.0456468972358
2.60339165359	0.538201	-0.016233	-0.0448163577813	0.101835	-0.0447051142958	-0.149907	-0.0445382089534	0.824873	-0.0457797809573
2.61590765359	0.525685	-0.0754709	-0.0449472921661	-0.166464	-0.0447729288442	0.0454727	-0.0446796350786	-0.944424	-0.0458497754993
2.62842365359	0.513169	-0.00837787	-0.0450169491372	0.0716491	-0.0447752402161	-0.128527	-0.0447598838249	1.02923	-0.0458578706627
2.64094065359	0.500652	-0.0912947	-0.0450252390593	-0.146061	-0.0447137133058	0.0497209	-0.0447786516942	-1.39427	-0.0458049805734
2.65345665359	0.488136	0.0146467	-0.0449720469903	0.083466	-0.0445900084413	-0.161584	-0.0447356072244	1.58401	-0.0456919360453
2.66597265359	0.47562	-0.123831	-0.0448572433469	-0.228682	-0.0444057522718	0.112253	-0.0446304078488	-1.85103	-0.0455194790046
2.67848965359	0.463103	0.0536052	-0.0446806947791	0.219545	-0.04416250976	-0.249299	-0.0444627169405	1.7745	-0.0452882591488
2.69100565359	0.450587	-0.153914	-0.0444422751702	-0.402878	-0.0438617580784	0.195358	-0.0442322208015	-1.74953	-0.0449988329677
2.70352165359	0.438071	0.0594037	-0.0441418766841	0.314478	-0.0435048631527	-0.280922	-0.0439386453566	1.35873	-0.0446516651995
2.71603865359	0.425554	-0.119186	-0.0437794207751	-0.321146	-0.0430930595343	0.129701	-0.0435817723212	-1.01542	-0.0442471327456
2.72855465359	0.413038	-0.0128051	-0.0433548690803	0.04129	-0.0426274341962	-0.118358	-0.0431614546231	0.422289	-0.0437855310123
2.74107065359	0.400522	-0.0267687	-0.0428682341126	0.0827417	-0.0421089147523	-0.0645553	-0.0426776308755	-0.0222008	-0.0432670826022
2.75358765359	0.388005	-0.0876302	-0.0423195896741	-0.259401	-0.0415382624888	0.0378716	-0.0421303387164	-0.369248	-0.0426919482284
2.76610365359	0.375489	0.00298261	-0.0417090809129	0.130034	-0.0409160704796	-0.117607	-0.0415197268544	0.31351	-0.0420602396801
2.77861965359	0.362973	-0.0582745	-0.0410369339477	-0.0831855	-0.0402427669313	-0.0093513	-0.0408460656862	-0.174036	-0.0413720346311
2.79113565359	0.350457	-0.0564687	-0.0403034649889	-0.118941	-0.0395186237761	-0.0246821	-0.04010975638	-0.205984	-0.0406273930449
2.80365265359	0.33794	-0.0109102	-0.0395090888881	0.0765357	-0.0387437704013	-0.0701877	-0.0393113383462	0.270511	-0.0398263749012
2.81616865359	0.325424	-0.0506284	-0.0386543270522	-0.0675461	-0.0379182122773	-0.0241503	-0.0384514950508	-0.244705	-0.0389690589456
2.82868465359	0.312908	-0.0520313	-0.037739814664	-0.133177	-0.037041854126	-0.0303302	-0.0375310581548	-0.0751549	-0.0380555621434
2.84120165359	0.300391	-0.0133211	-0.0367663071565	0.0727951	-0.0361145271557	-0.0366418	-0.0365510099934	0.201608	-0.0370860595071
2.85371765359	0.287875	-0.0490588	-0.0357346858913	-0.0306671	-0.0351360197889	-0.0682849	-0.0355124844389	-0.376626	-0.0360608039628
2.86623365359	0.275359	-0.0275755	-0.0346459630021	-0.0851093	-0.034106111219	0.0250882	-0.034416766217	0.358918	-0.0349801459152
2.87875065359	0.262842	-0.0507103	-0.0335012853657	-0.0945971	-0.0330246070566	-0.0935042	-0.0332652887703	-0.469683	-0.0338445521827
2.89126665359	0.250326	-0.0042625	-0.0323019376738	0.122583	-0.0318913762697	0.0208009	-0.0320596307862	0.431751	-0.0326546239789
2.90378265359	0.23781	-0.0557661	-0.0310493445809	-0.123523	-0.0307063885841	-0.0871505	-0.0308015115224	-0.490516	-0.0314111136375
2.91629965359	0.225293	-0.0124569	-0.0297450719158	-0.0121254	-0.0294697514871	0.029845	-0.0294927850795	0.387699	-0.0301149397953
2.92881565359	0.212777	-0.0445483	-0.028390826945	-0.0817243	-0.0281817459795	-0.0751753	-0.0281354337799	-0.385025	-0.0287672007752
2.94133165359	0.200261	-0.0135316	-0.0269884576884	0.0218015	-0.0268428602393	0.00176245	-0.0267315608178	0.259704	-0.0273691859386
2.95384765359	0.187745	-0.0312716	-0.0255399512915	0.0257101	-0.0254538203978	-0.039762	-0.0252833823495	-0.243187	-0.0259223848088
2.96636465359	0.175228	-0.0226074	-0.0240474314648	-0.0984126	-0.0240156176866	-0.0227909	-0.0237932191885	0.135068	-0.0244284938038
2.97888065359	0.162712	-0.0231885	-0.0225131550089	0.0562899	-0.0225295312868	-0.0142197	-0.022263488266	-0.139659	-0.0228894204493
2.99139665359	0.150196	-0.0219073	-0.02093950745	-0.160655	-0.0209971463002	-0.028926	-0.0206966940074	0.0642985	-0.0213072849858
3.00391365359	0.137679	-0.0170949	-0.0193289978143	0.136168	-0.0194203663667	-0.0131939	-0.0190954197621	-0.076792	-0.0196844193195
3.01642965359	0.125163	-0.0207431	-0.0176842525797	-0.173343	-0.0178014205634	-0.0221322	-0.0174623194074	0.0166555	-0.0180233633058
3.02894565359	0.112647	-0.0117277	-0.0160080088431	0.163109	-0.0161428643446	-0.0128858	-0.0158001092307	-0.0330573	-0.016326858396
3.04146265359	0.10013	-0.0186342	-0.0143031067527	-0.184929	-0.0144475744095	-0.0172594	-0.0141115601732	-0.0101888	-0.0145978387123
3.05397855359	0.0876141	-0.00902196	-0.0125724812548	0.163065	-0.0127187375157	-0.00996822	-0.0123994904949	-0.0126535	-0.0128394196549
3.06649485359	0.0750978	-0.0140451	-0.0108191532112	-0.180578	-0.0109598333874	-0.0124943	-0.010666758902	-0.0119801	-0.0110548841803
3.07901115359	0.0625815	-0.00635126	-0.00904621994694	0.137677	-0.00917461199593	-0.00703674	-0.00891625815362	-0.00729272	-0.00924766692029
3.09152745359	0.0500652	-0.00934108	-0.00725684529185	-0.133189	-0.00736706561209	-0.00836206	-0.00715090914165	-0.00874735	-0.00742133634298
3.10404375359	0.0375489	-0.00381084	-0.0054542491815	0.0893077	-0.00554139614454	-0.00448539	-0.00537365542109	-0.00418782	-0.00557957518413
3.11656005359	0.0250326	-0.00467262	-0.00364169688766	-0.0684835	-0.00370197838076	-0.004498	-0.00358745814531	-0.00446791	-0.0037261593993
3.12907635359	0.0125163	-0.0012737	-0.00182248794916	0.0303777	-0.00185331983714	-0.00170174	-0.00179529134704	-0.00138545	-0.00186493590875
